ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),OUT
3.26799,6.99359,3.7475,2.44928,6.94351,6.47758,1.05198,0.83825,-2.61653,0.05038,1.75688,0.88596,3674,-26.286,7.874,-21.654,34.081,-45.172,-21.148,2,2.5
3.26799,6.99359,3.7475,2.44928,6.94351,6.47758,1.05198,0.83825,-2.61653,0.05038,1.75688,0.88596,3674,-26.286,7.874,-21.654,34.081,-45.172,-21.148,2,2.5
5.48959,4.19487,8.62329,2.44928,6.94351,6.47758,1.05198,0.83825,-2.61653,1.09753,1.10547,1.83456,2225,-5.287,11.935,-28.029,29.853,-45.076,-20.712,2,2.5
5.89621,5.76021,6.21417,4.32909,6.6132,5.80474,1.74231,-0.49866,0.73557,0.22508,0.35074,0.77463,2182,1.338,11.56,-29.279,324.049,-43.244,-35.495,2,2.5
5.2683,5.36174,4.59451,5.25674,6.63376,4.95281,-0.62266,-1.11899,1.16076,1.67331,-1.6461,1.29129,2633,1.338,8.623,-29.716,315.826,-42.146,-41.618,2,2.5
7.8123,6.46071,3.9568,6.10593,6.48125,4.10869,1.85476,0.33593,0.39936,-0.65909,-0.32837,-0.05414,2633,-3.036,4.561,-27.155,306.39,-42.006,-56.477,2,2.5
4.58333,6.04839,5.76738,6.09683,6.5166,4.06608,-1.10187,-0.15277,1.89435,0.00511,-1.13638,-0.3849,2179,-3.787,5.31,-29.279,309.352,-41.164,-55.046,2,2.5
5.41534,7.19614,2.17618,6.4036,7.01108,2.45135,-0.84475,-0.2762,0.21148,0.80458,-1.92308,-0.52074,2208,-11.537,0.873,-25.905,311.265,-43.675,-62.397,2,2.5
5.33273,9.48375,4.00635,6.34005,7.43187,0.86102,-0.59771,2.44108,3.21852,1.36491,-1.18166,-0.03551,2006,-18.536,-5.377,-22.53,305.81,-48.699,-77.763,2,2.5
4.45544,7.59984,2.34561,6.42635,7.33936,-1.00306,-2.19726,1.56948,3.45445,2.0126,0.02209,0.48595,2274,-21.849,-10.501,-19.154,287.006,-48.453,-98.871,2,2.5
6.60384,7.04427,-4.89311,6.88446,6.44883,-2.68092,-2.11706,0.17379,0.70617,2.19635,0.355,1.24442,1750,-21.1,-17.877,-14.905,258.812,-41.117,-111.277,2,2.5
3.62375,5.97031,1.25386,7.62638,5.76523,-2.18421,-3.02039,1.13587,1.13307,-0.72301,1.15234,0.83908,958,-19.287,-14.94,-17.842,256.792,-36.597,-110.232,2,2.5
8.03325,4.35199,-1.72197,8.41485,4.51057,-2.23953,-1.17184,0.42264,0.21433,1.10286,0.48602,1.66891,794,-19.661,-13.876,-16.966,260.607,-34.843,-103.254,2,2.5
7.33713,2.78745,-0.89073,8.90975,3.58773,-1.97861,-1.09672,0.47062,-0.11403,0.30338,0.38641,1.69023,771,-19.661,-12.752,-17.404,249.501,-21.46,-102.521,2,2.5
10.56061,2.52209,1.24109,9.588,1.11145,-1.73361,1.55404,1.47804,2.86957,2.22246,0.47803,2.16533,567,-20.412,-9.814,-16.592,253.111,-14.616,-100.94,2,2.5
14.33684,4.01401,-2.69086,9.72652,-0.68433,-1.04732,5.25184,4.46939,-1.02205,1.01657,1.2397,0.96638,397,-21.1,-13.127,-14.905,230.172,4.001,-96.146,2,2.5
11.56914,3.27592,-0.63756,9.75808,-0.8617,-0.45574,2.40491,4.27999,-1.55294,-0.58505,-0.56007,0.01723,1002,-18.161,-10.564,-17.842,236.486,5.041,-92.674,2,2.5
8.76396,1.18352,2.22064,9.7182,-0.00248,-1.31412,-0.43063,1.07204,3.77008,1.48955,-1.28072,-1.02992,932,-18.536,-10.564,-16.966,242.611,2.334,-95.415,2,2.5
8.09982,3.44455,-2.80746,9.61358,0.54254,-1.8588,0.01785,2.15713,-1.73438,-1.32755,-0.14302,-1.19345,537,-18.161,-13.876,-14.029,232.545,-3.171,-100.943,2,2.5
7.31587,3.10896,0.8799,9.31562,2.51006,-1.75761,-1.49797,0.72758,2.34491,0.95639,0.2506,-1.45976,396,-15.974,-13.127,-16.154,241.145,-11.111,-100.687,2,2.5
7.06456,3.03828,0.71118,9.02519,3.56551,-1.41543,-1.15211,-0.41696,0.43918,-0.2692,1.69403,-1.12953,493,-9.724,-16.44,-17.842,236.916,-18.943,-101.111,2,2.5
7.0295,5.2975,-0.4404,8.83726,4.14819,-0.93049,-0.65862,1.7923,0.48743,1.9295,0.83276,-0.25655,696,-6.349,-19.377,-14.467,226.938,-24.69,-95.754,2,2.5
5.34195,8.40894,1.25136,8.64255,4.58813,-0.6525,-2.78811,4.09287,1.86516,1.03308,2.46794,0.22282,696,-0.85,-24.19,-12.779,213.883,-27.502,-95.994,2,2.5
9.04524,6.95992,0.86276,8.75763,4.14295,1.51996,1.05914,3.13503,-0.52359,0.95586,4.85361,0.52802,976,5.4,-27.127,-11.092,202.206,-25.836,-87.276,2,2.5
6.13669,5.70049,3.70342,7.80679,4.92173,3.31676,-1.23439,1.05344,0.57177,1.78197,3.32335,0.64946,683,13.152,-30.064,-3.467,194.701,-29.365,-69.758,2,2.5
7.76511,5.33308,3.17781,6.94836,5.33242,4.4109,0.0439,-0.14136,-3.17679,0.7428,3.06876,-0.12871,632,13.901,-31.877,4.158,186.192,-31.73,-60.973,2,2.5
5.7381,6.60799,5.61733,5.19671,5.61992,6.13034,0.97447,0.84901,0.58078,0.33427,1.56673,-0.17772,976,14.963,-31.877,6.284,189.904,-34.852,-46.096,2,2.5
-2.27777,5.67584,8.94069,2.68262,5.20215,7.86839,-3.49301,1.18724,-0.23732,-1.0202,3.33453,-0.35934,1241,19.402,-30.44,8.846,204.426,-32.037,-18.826,2,2.5
-1.57774,4.93785,9.05261,0.40994,4.40349,8.75281,-1.1535,1.04888,-0.5921,-1.01062,2.63998,0.89873,2071,18.275,-28.94,9.221,205.421,-30.874,-13.435,2,2.5
-0.88353,3.58313,12.7596,-0.25448,4.05385,8.92591,-0.64343,-0.2416,4.33817,0.80832,0.06683,2.15308,3723,13.901,-31.877,9.221,209.303,-24.193,2.017,2,2.5
4.98145,3.66672,5.50816,-0.03635,4.23414,8.8454,3.43689,-0.33201,-2.3531,0.41949,0.192,1.42072,3723,11.65,-31.189,8.783,199.838,-24.417,1.633,2,2.5
4.98145,3.66672,5.50816,-0.03635,4.23414,8.8454,3.43689,-0.33201,-2.3531,0.41949,0.192,1.42072,3723,11.65,-31.189,8.783,199.838,-24.417,1.633,2,2.5
8.85848,6.00156,7.73161,0.11957,5.40449,8.18215,9.52635,-0.35061,-1.61461,0.79553,0.48549,0.85506,3009,11.65,-33.002,10.095,199.678,-33.443,-0.837,2,2.5
1.57848,5.4512,7.25433,0.05666,6.08645,7.6891,1.19301,-0.45038,0.12799,0.67516,0.38641,0.70059,3009,-0.85,-33.377,15.096,178.304,-36.478,-0.242,2,2.5
1.8382,5.65971,5.67236,0.00192,6.36405,7.46118,1.7855,-0.26279,-1.16974,0.35399,0.44128,0.54666,3240,-3.787,-33.002,17.657,173.747,-39.566,-0.137,2,2.5
2.83205,6.01491,6.70056,-0.02947,6.23609,7.5684,2.85982,0.13814,-0.43174,-0.24736,0.23248,0.10884,3263,-5.661,-33.377,18.471,170.68,-40.256,-0.13,2,2.5
4.97472,5.54816,7.39429,-0.20963,6.11219,7.666,5.17225,-0.21146,0.1705,-0.34323,-0.11319,-0.76521,2926,-4.536,-32.626,16.783,172.443,-39.186,0.597,2,2.5
5.05592,5.0394,7.50441,-0.25281,6.06503,7.70207,5.34695,-1.02457,-0.02732,-0.36507,-0.14035,-1.06296,2926,-3.787,-33.752,16.408,174.446,-38.555,1.566,2,2.5
5.05592,5.0394,7.50441,-0.25281,6.06503,7.70207,5.34695,-1.02457,-0.02732,-0.36507,-0.14035,-1.06296,2926,-3.787,-33.752,16.408,174.446,-38.555,1.566,2,2.5
4.99265,4.52556,7.52446,0.9119,5.292,8.2057,4.22994,-0.44394,-0.35129,-0.52274,-3.14334,-1.73619,2640,-3.787,-32.626,15.971,170.968,-32.659,-6.341,2,2.5
0.67821,3.96739,10.12206,2.86819,5.025,7.91791,-2.03413,-0.78456,2.6344,-0.88652,-2.87862,-1.78307,2640,22.713,-28.564,8.345,211.515,-31.126,-16.85,2,2.5
0.54376,4.43742,10.17102,4.12339,4.90414,7.42411,-3.40241,-0.21929,3.43497,-0.26759,-3.16464,-1.6792,2726,26.776,-23.064,-2.28,221.293,-29.314,-24.067,2,2.5
1.78691,5.56632,9.93163,5.50357,4.89758,6.47263,-3.42359,0.92953,3.80367,-0.41568,-2.68793,-1.05496,2385,26.025,-19.377,-8.154,230.918,-29.924,-36.116,2,2.5
2.35623,6.75945,7.72491,6.02375,4.69779,6.14944,-3.1804,2.32212,1.88659,-0.64523,-0.83917,-0.39183,1610,24.213,-14.94,-13.654,238.762,-28.734,-44.146,2,2.5
4.84909,6.36739,6.44089,6.53497,4.55827,5.71723,-1.16479,2.13636,0.9926,-0.14882,-0.67831,0.06357,1484,21.588,-14.565,-15.341,238.301,-28.161,-47.185,2,2.5
4.96011,5.50691,5.95523,6.6858,4.40551,5.66232,-1.37664,1.46588,0.27704,-0.65909,0.51639,-0.00195,1120,18.275,-14.189,-17.029,240.606,-27.027,-50.37,2,2.5
2.81445,5.84026,6.69569,6.4128,4.72861,5.71723,-3.23263,1.61534,0.95292,0.1862,-0.06525,-0.29703,837,19.402,-14.189,-16.592,241.686,-28.828,-48.282,2,2.5
3.8842,6.43303,6.62729,6.75619,4.81136,5.23212,-2.936,1.77447,1.02653,0.31776,-0.16699,0.73894,706,20.151,-15.314,-17.029,240.288,-29.966,-51.125,2,2.5
3.94975,6.57414,6.25255,6.91211,5.03947,4.79551,-2.59778,1.80048,1.70998,1.09007,-0.47379,0.03374,524,19.026,-19.377,-17.029,236.543,-29.702,-53.687,2,2.5
4.10768,6.27188,3.80252,7.17647,5.34795,4.0085,-2.64477,1.638,-0.10418,1.37663,-0.36513,0.41617,452,18.275,-21.564,-14.905,224.805,-32.119,-57.666,2,2.5
7.61484,6.41591,3.60129,7.56537,5.16501,3.50117,0.4524,1.52599,0.28659,0.44559,0.32784,0.15572,407,15.338,-27.065,-12.404,212.993,-31.699,-65.219,2,2.5
6.95456,7.52658,4.2225,7.42382,5.31424,3.57995,-0.07633,2.09109,0.72439,0.7524,0.94835,0.43428,364,17.213,-27.502,-11.53,211.753,-32.846,-65.113,2,2.5
6.90816,5.50452,2.2775,7.33572,5.31371,3.75795,-0.07438,0.87871,-1.11346,0.91165,0.51851,0.79913,352,17.213,-31.502,-8.154,204.182,-32.809,-62.875,2,2.5
7.27745,3.74408,2.51923,7.94334,4.53355,3.53846,-0.27273,-0.52969,-0.87837,0.96278,-0.52757,1.60074,412,14.589,-35.19,-4.341,194.921,-27.535,-65.989,2,2.5
10.06009,2.88141,1.86458,8.52093,3.82157,2.99328,1.98923,-0.73831,-0.9706,0.3689,-0.11798,1.15492,412,10.213,-36.69,-6.842,196.487,-25.66,-68.232,2,2.5
8.00858,3.78175,0.99014,8.73228,3.3545,2.94364,-0.24282,0.53284,-1.84166,-0.21327,-0.46632,0.32349,527,6.902,-38.127,-1.404,185.5,-21.054,-70.803,2,2.5
7.91252,4.31824,1.14027,8.96365,3.10221,2.48991,-0.56537,1.37293,-0.74556,-0.49823,-0.67885,0.20525,445,4.651,-36.69,-3.467,186.632,-18.442,-74.476,2,2.5
8.55746,4.38722,0.37096,9.12908,2.86299,2.15256,-0.04142,1.6846,-1.58534,-0.95576,-0.39815,-0.12817,489,3.963,-36.314,-4.779,189.324,-16.974,-76.732,2,2.5
8.24297,4.19446,-0.09682,9.12122,2.86814,2.17886,-0.3766,1.48406,-2.15584,-1.20503,-0.17178,-0.30821,489,3.214,-33.377,-8.53,196.54,-16.968,-76.75,2,2.5
9.72501,4.61693,0.32127,9.25111,2.87674,1.52046,0.98343,1.89863,-1.11544,-1.11928,-0.89296,-0.37639,492,5.026,-31.126,-12.404,202.078,-16.81,-79.02,2,2.5
10.63872,4.67722,2.84438,9.20269,3.1545,1.23693,1.49945,1.8941,0.93226,-1.52089,-0.7321,-0.43924,530,3.963,-26.376,-17.467,212.796,-18.217,-81.895,2,2.5
8.49992,3.78741,2.65645,9.11309,3.44093,1.13229,-0.2546,0.19811,2.02059,-0.99625,-0.65913,-0.46107,563,2.838,-21.939,-20.029,224.144,-19.809,-82.595,2,2.5
8.37801,3.43048,3.03735,9.05553,3.59597,1.11209,-0.27522,0.02407,2.02021,-0.96748,-0.28098,-0.17932,647,0.276,-17.877,-23.341,230.173,-21.334,-83.287,2,2.5
7.66798,2.86385,2.87605,9.02339,3.61236,1.3037,-1.39408,-0.48757,1.87736,-0.70862,-0.14941,-0.019,766,0.963,-15.314,-23.779,241.335,-21.668,-81.971,2,2.5
7.11893,3.48009,3.39473,9.21827,3.21735,0.91789,-2.04213,0.09581,2.14509,-0.15309,-0.85248,0.78635,888,-1.224,-13.814,-25.905,249.222,-21.483,-81.764,2,2.5
8.46384,4.52492,1.55631,9.44148,2.57019,0.65037,-0.48661,2.16949,1.09942,-0.76242,0.02209,0.3858,948,-4.536,-11.627,-24.217,245.584,-16.052,-86.517,2,2.5
8.9073,5.17986,2.75002,9.55327,2.16307,0.47605,-0.15418,3.13217,1.74735,-0.1158,-0.63516,0.25638,673,-6.036,-9.439,-25.092,252.248,-14.434,-85.704,2,2.5
9.12103,5.14436,1.38008,9.57421,2.10261,0.28962,0.10748,3.14998,1.07752,-0.21008,-0.08762,0.00179,519,-5.661,-8.69,-24.654,253.512,-12.381,-88.267,2,2.5
8.37616,4.2998,1.39343,9.55817,2.18798,0.15641,-0.67813,2.22717,1.24527,0.16063,-0.07431,-0.07118,483,-7.849,-7.939,-25.092,256.069,-12.559,-88.645,2,2.5
8.39273,4.10216,1.20999,9.54054,2.2625,0.17214,-0.5456,1.96414,0.99228,0.2368,0.24527,-0.0387,470,-6.725,-8.69,-24.217,256.676,-12.994,-89.117,2,2.5
7.9027,4.00546,1.89136,9.53947,2.25372,0.29939,-0.77262,1.82523,2.181,0.63681,-0.04927,0.35918,470,-7.1,-8.69,-25.092,254.281,-13.286,-88.202,2,2.5
8.47784,3.24626,1.871,9.66661,1.64985,0.0709,-0.79533,1.69411,1.69132,1.03203,-0.48976,0.73042,467,-8.974,-11.252,-23.779,246.011,-11.46,-88.803,2,2.5
9.23355,2.68942,1.1463,9.74198,1.10609,-0.20208,-0.28876,1.5108,0.158,0.22189,0.26125,0.57863,451,-10.037,-13.127,-23.341,243.274,-7.268,-91.45,2,2.5
10.76474,2.2309,-0.84175,9.78182,0.59456,-0.3645,1.41619,1.59254,-5.50E-04,0.35664,-0.11852,0.34053,415,-11.911,-14.189,-21.28,237.779,-4.393,-91.739,2,2.5
9.14096,1.43851,0.2122,9.77834,0.58239,-0.46395,0.81467,1.06703,1.42373,-0.20634,-0.03648,-0.14842,418,-12.286,-12.752,-22.092,242.206,-3.095,-92.505,2,2.5
9.05931,0.77129,0.7523,9.76919,0.67545,-0.52644,-0.27703,0.16512,0.88377,-0.14296,-0.06419,-0.30235,418,-11.537,-11.252,-22.092,241.648,-3.652,-92.974,2,2.5
9.26151,1.12851,-0.92119,9.73169,0.84626,-0.86511,0.28161,0.29423,0.27314,-0.47054,-0.88551,0.09819,452,-12.662,-12.752,-21.654,243.108,-5.026,-93.662,2,2.5
7.09599,0.46614,-1.64954,9.65689,0.99478,-1.38757,-0.18241,-0.35084,0.99453,0.01416,-0.27245,-0.29968,471,-15.974,-11.627,-22.092,245.958,-4.99,-97.75,2,2.5
9.05884,2.08595,-1.44344,9.5732,0.98925,-1.88297,-0.23935,0.91939,0.96509,0.20432,-0.83597,0.26117,488,-17.787,-10.876,-20.842,248.316,-5.951,-100.275,2,2.5
9.67407,1.71358,-2.19234,9.40299,0.65979,-2.70534,0.66039,0.97489,0.01123,0.31776,-0.46526,0.1898,495,-19.661,-10.876,-20.029,247.942,-4.069,-105.63,2,2.5
9.88051,0.51346,-2.8726,9.53441,0.57756,-2.22077,0.87708,-0.39431,-0.40423,-0.63512,1.26686,0.19778,411,-20.036,-10.127,-18.716,248.842,-3.389,-105.34,2,2.5
9.80109,-0.2502,1.68449,9.7963,0.26532,0.36398,0.70986,-0.81294,0.88818,-0.99251,3.39952,0.53761,364,-12.662,-6.064,-24.654,253.371,-3.238,-101.708,2,2.5
9.49654,4.56207,3.41214,9.33438,-0.48601,2.96707,0.50089,5.0014,0.99977,0.15211,0.24741,0.53973,465,-1.974,-0.565,-28.467,262.576,1.653,-74.797,2,2.5
8.67175,2.67625,2.84306,9.60862,-0.54224,1.88437,-0.37777,2.6095,1.34023,0.23361,-1.28658,0.00337,847,-6.036,-1.689,-27.592,266.657,3.093,-73.387,2,2.5
9.20335,-0.33881,0.10152,9.72992,-0.25969,1.19647,-0.05937,-0.09159,-1.0375,-0.05029,-0.06152,-0.42326,904,-10.411,-2.751,-25.905,265.206,1.996,-82.942,2,2.5
8.30127,-0.08936,1.13516,9.72151,-0.08314,1.28672,-0.50228,-0.40614,-1.12792,-0.48544,-0.01785,-0.17825,878,-8.6,-1.689,-26.779,265.295,0.486,-82.46,2,2.5
9.07541,2.54323,2.12624,9.69858,0.17575,1.4412,0.22046,1.38554,0.00867,-0.34111,0.27296,-0.36574,980,-7.474,-1.314,-26.341,268.127,-1.027,-81.548,2,2.5
11.08806,3.19012,3.53366,9.68082,0.44749,1.5006,1.71069,2.84691,2.08803,0.2139,0.95633,-0.89624,1063,-8.6,-0.189,-26.341,270.91,-2.151,-81.094,2,2.5
7.97376,2.31465,4.96281,9.08799,2.16584,2.98126,-1.26141,0.06114,1.96725,1.14174,0.71559,-0.82539,1063,-1.599,-3.502,-27.592,265.376,-10.345,-72.958,2,2.5
9.62253,1.06041,-0.96307,9.01181,2.80376,2.66395,-0.24131,-0.53294,-1.79779,0.67409,0.11745,-0.2688,1225,-1.974,-10.127,-26.779,255.665,-15.219,-72.834,2,2.5
7.84219,2.80006,1.75688,9.20462,2.79224,1.91014,-2.07347,-0.05443,0.73439,1.6275,-1.40855,0.9669,941,-1.599,-13.127,-23.779,250.094,-17.309,-74.095,2,2.5
7.31303,3.6907,3.06348,9.59407,2.02297,0.17808,-1.18764,1.79715,2.40383,2.33377,-1.79791,1.14908,630,-7.849,-19.002,-21.716,232.972,-14.525,-82.858,2,2.5
11.3073,3.18588,-2.77103,9.64213,1.37626,-1.14261,1.97819,2.01292,-0.61811,2.07385,-0.95528,0.48701,630,-13.35,-22.314,-13.217,215.578,-8.068,-96.758,2,2.5
8.98882,1.17491,-4.1748,9.54443,1.32869,-1.819,-0.06053,-0.10819,-2.5421,0.30551,-0.20108,-0.30875,634,-13.724,-25.627,-10.28,205.968,-7.231,-100.177,2,2.5
8.30479,2.00415,-7.80981,9.35095,1.522,-2.5325,-0.57841,0.55828,-5.404,-0.10089,-1.06607,0.64148,771,-15.599,-25.627,-9.029,207.803,-10.242,-102.316,2,2.5
9.00021,3.42555,-3.15883,9.07898,0.97269,-3.57719,0.46872,2.45063,0.94914,0.40671,-0.6373,0.20631,885,-19.287,-25.627,-6.091,205.781,-7.044,-109.15,2,2.5
8.76631,2.1228,-3.8008,8.91456,0.69671,-4.02686,0.29,1.46034,0.0281,0.84027,-0.34116,0.0657,938,-20.349,-25.627,-3.529,205.249,-4.886,-113.154,2,2.5
8.6225,1.09358,-4.53346,8.78188,0.42681,-4.34359,0.13776,0.81294,-0.14037,1.16252,-0.48869,-0.03976,905,-19.287,-27.44,-0.154,197.601,-2.845,-115.855,2,2.5
8.90237,0.33661,-3.24709,8.78768,0.17939,-4.34912,0.98414,-0.96663,-8.90566,-0.22552,0.95953,-0.33005,895,-18.912,-29.314,1.971,193.032,-1.048,-116.331,2,2.5
8.46741,-0.02904,-3.12013,8.95362,0.52446,-3.96586,-0.07945,-0.50033,0.36626,0.51004,0.21918,-0.46214,776,-16.35,-30.002,1.096,191.943,-2.821,-114.116,2,2.5
8.56317,0.85114,-2.63213,9.11497,0.90779,-3.50194,-0.57807,-0.16941,1.03697,0.02641,0.4727,-0.23151,659,-14.85,-32.253,1.096,188.285,-5.311,-111.017,2,2.5
10.57205,1.30135,-4.30739,9.21302,1.21936,-3.1311,0.21356,0.05702,-0.81785,-1.92674,2.70763,-1.67601,872,-13.037,-32.626,0.221,186.536,-7.143,-108.771,2,2.5
5.64098,0.93707,1.87477,8.96139,3.3563,2.14457,-2.90222,-2.2626,-0.16972,-3.19655,3.9902,-1.26642,1192,0.276,-30.377,-14.529,198.812,-15.412,-95.483,2,2.5
7.37207,1.68486,4.79871,8.5613,3.23972,3.51834,-1.32217,-1.2785,2.09847,-0.54776,0.74915,0.42842,1682,6.151,-24.503,-19.592,222.198,-19.291,-67.659,2,2.5
8.5542,1.04268,4.01239,9.0283,1.86763,3.34248,-0.40168,-0.67739,0.84199,-0.28784,-1.04742,1.48036,1900,2.838,-22.69,-25.905,229.918,-10.979,-69.684,2,2.5
11.26842,1.55583,5.18491,9.22021,1.09546,3.15565,2.27032,0.50455,2.12925,-0.21967,0.50732,0.1637,1692,-2.724,-21.564,-20.842,222.696,-7.067,-72.309,2,2.5
9.23254,1.44049,3.83829,9.07927,1.15948,3.52034,0.68701,0.31725,0.61482,-0.58559,0.11052,-0.48665,1500,0.963,-20.815,-22.092,226.192,-6.79,-68.807,2,2.5
7.44307,1.55054,4.27248,9.02245,1.16463,3.66188,-1.19865,0.35562,0.81927,-1.13367,-0.2261,-0.25815,1442,2.463,-16.377,-24.217,236.817,-6.82,-67.91,2,2.5
8.83421,2.66521,4.23329,9.00928,0.83722,3.78185,-0.08095,1.94667,0.1787,-1.84686,0.1707,-0.18944,1248,0.276,-9.752,-27.592,243.907,-5.647,-67.533,2,2.5
8.69453,2.74463,4.2204,8.84809,0.60036,4.18583,0.25486,2.20438,0.08946,-1.97948,0.28308,-0.75668,1170,3.963,-4.626,-29.279,258.542,-3.825,-65.743,2,2.5
7.05339,0.80713,4.83618,8.62867,0.53464,4.62933,-0.51613,0.66522,0.56653,-1.82075,0.24367,-0.82433,1170,3.589,2.373,-29.279,275.313,-3.125,-61.786,2,2.5
8.30687,1.67804,4.28468,8.74643,0.22813,4.42925,0.1511,1.37712,0.07452,-1.67162,-0.04022,-0.41899,1215,3.589,9.749,-29.279,286.916,-1.931,-62.856,2,2.5
6.63377,1.7126,6.84177,8.74193,0.00198,4.444,-1.74828,1.7107,2.58071,-0.39383,-0.27031,-0.0909,1300,3.589,14.186,-26.341,298.476,-0.242,-63.033,2,2.5
8.03996,1.94801,2.27637,8.8429,-0.10484,4.23821,-0.26836,1.8724,-1.71984,-0.84071,0.31451,0.07635,1403,-0.85,14.56,-27.592,299.872,-0.13,-64.625,2,2.5
8.13873,1.08707,5.43983,8.6628,-0.37366,4.58112,-0.19701,1.52218,1.22943,0.07541,0.20586,0.33414,1179,3.589,18.248,-26.779,305.278,1.585,-62.848,2,2.5
8.35852,0.36971,5.62743,8.57838,-0.61903,4.71154,0.35101,1.01911,1.14671,0.30923,0.0466,0.42149,1170,4.276,17.499,-27.217,302.64,3.45,-61.307,2,2.5
8.70557,-0.04178,5.10419,8.53487,-0.74361,4.77215,0.76384,0.59563,0.62269,0.42268,-0.04874,0.31604,1137,5.026,14.935,-27.217,298.798,4.304,-60.791,2,2.5
10.39752,0.37662,3.05255,8.61302,-0.97539,4.58638,1.92125,1.15995,-1.17025,-0.08064,-0.31026,0.34267,1011,4.276,14.186,-27.217,297.659,5.131,-61.284,2,2.5
7.33298,-0.63414,5.802,8.66186,-1.59019,4.31439,-0.99482,0.89472,1.65401,1.76653,-0.59096,1.69449,962,5.026,12.686,-28.029,296.239,6.286,-62.444,2,2.5
8.2025,0.48511,2.8598,8.38289,-2.13944,4.61739,0.31569,2.44033,-1.68028,1.63762,0.19254,1.11551,1069,5.4,5.685,-29.279,283.165,11.979,-62.355,0,2.5
9.19354,0.97571,5.68137,8.51793,-2.1143,4.3755,1.17452,3.09847,1.75374,1.11139,-0.90149,0.13814,1025,2.463,0.56,-28.467,267.824,12.798,-62.006,0,2.5
8.89505,0.34886,5.90607,8.68006,-1.8132,4.18798,1.34154,2.31905,1.59368,0.90579,0.18828,-0.60382,1359,1.714,-3.127,-28.467,259.437,10.655,-64.243,0,2.5
6.39694,-1.33627,6.06345,8.71062,-0.41597,4.48581,-2.00623,-0.88281,1.83375,1.28716,0.09773,-0.34283,1720,2.463,-6.815,-27.217,253.371,2.431,-62.752,1.97,2.5
7.77837,-1.46341,6.4222,8.43584,0.04692,5.00048,-0.20112,-1.4861,1.75292,0.96704,0.84662,0.29739,1815,3.214,-12.376,-25.529,245.178,0.391,-61.208,1.97,2.5
8.80344,-0.56808,5.31412,7.94928,0.29596,5.73514,1.07707,-0.83286,-0.21669,1.36812,0.77844,0.57863,1776,4.276,-17.502,-28.029,234.913,-1.729,-54.191,1.97,2.5
10.19122,-0.48097,3.79344,7.73976,0.85433,5.96126,2.72787,-1.2906,-2.02767,0.62988,0.34007,-0.23471,1702,7.588,-21.19,-20.467,225.034,-3.609,-53.032,1.97,2.5
8.57983,-0.92767,5.73801,7.61323,1.29268,6.04468,1.22296,-2.24843,-0.462,-0.26973,0.02795,-0.76201,1604,10.213,-21.939,-21.716,228.102,-7.575,-51.551,1.97,2.5
8.04327,-0.07449,6.27275,7.48077,1.71117,6.10576,0.85698,-1.80959,0.31305,-0.28412,-0.03383,-0.99797,1666,11.65,-21.564,-20.842,230.684,-8.913,-51.203,1.97,2.5
9.0312,1.83202,4.94058,7.51232,2.38673,5.83429,1.72811,-0.45439,-0.74825,-0.3427,-0.56966,-1.423,1666,13.152,-20.064,-22.53,232.987,-12.372,-51.472,1.97,2.5
6.80765,3.0179,6.34262,7.42562,3.07356,5.61995,-0.36429,0.04934,0.91467,-0.68146,-0.87112,-1.38838,1751,13.525,-14.565,-23.404,240.133,-16.901,-52.016,1.97,2.5
5.66966,4.51134,5.16829,7.48854,3.50165,5.27547,-1.68599,1.31512,0.55337,-1.21196,-0.70122,-0.88824,1856,13.152,-10.876,-24.217,252.454,-20.491,-54.478,1.97,2.5
5.30512,5.43079,6.73486,7.50175,3.48993,5.26447,-1.93709,2.0616,1.65254,-0.5451,-0.27884,-0.40195,1931,11.276,-6.815,-24.654,258.622,-20.839,-55.015,1.97,2.5
5.73837,4.66197,6.17708,7.39599,3.55065,5.37239,-1.51126,1.37644,0.99989,-0.37466,0.07269,-0.33858,2096,12.025,-4.626,-25.529,264.335,-21.012,-54.703,1.97,2.5
5.81441,4.39456,6.03978,7.24209,3.64366,5.51782,-1.44285,0.84665,0.61417,-0.08224,0.02902,-0.17984,2191,12.025,-3.877,-25.967,266.919,-21.565,-53.086,1.97,2.5
6.28517,4.83636,5.93083,7.12247,3.75804,5.59625,-0.68794,1.12648,0.40973,-0.22925,-0.04608,-0.28477,2268,9.464,-2.751,-26.779,270.919,-22.228,-52.221,1.97,2.5
6.13098,5.03806,6.43326,6.96179,3.9252,5.68301,-0.59038,1.24841,0.94651,-0.19623,0.0482,-0.51753,2271,11.276,-1.689,-26.779,272.454,-23.053,-51.296,1.97,2.5
